problem,method,c1,c2,alpha,iterations,converged,f_final,grad_norm,func_evals,time,linesearch
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006890296936035156,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006749629974365234,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007760524749755859,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007467269897460938,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007073879241943359,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.000766754150390625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006744861602783203,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006651878356933594,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007421970367431641,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0010609626770019531,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007452964782714844,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.000675201416015625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006222724914550781,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007750988006591797,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006375312805175781,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006134510040283203,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006847381591796875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.9,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0005948543548583984,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006260871887207031,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006420612335205078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006344318389892578,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006000995635986328,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006926059722900391,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006186962127685547,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0010213851928710938,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007894039154052734,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006835460662841797,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.99,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006725788116455078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,0.1,2000,False,1.9663493950231483,5.170478097893373,109735,0.8774566650390625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,0.3,2000,False,1.9663493950231483,5.170478097893373,109735,0.9059622287750244,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,0.5,2000,False,1.9663493950231483,5.170478097893373,109735,0.9147672653198242,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,0.7,2000,False,1.9663493950231483,5.170478097893373,109735,0.9441440105438232,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,1.0,2000,False,1.9663493950231483,5.170478097893373,109735,1.0237064361572266,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,1.3,2000,False,1.9663493950231483,5.170478097893373,109735,1.0483431816101074,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,1.5,2000,False,1.9663493950231483,5.170478097893373,109735,1.072324514389038,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,1.7,2000,False,1.9663493950231483,5.170478097893373,109735,1.0428543090820312,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,1.9,2000,False,1.9663493950231483,5.170478097893373,109735,1.027299165725708,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.1,2.0,2000,False,1.9663493950231483,5.170478097893373,109735,1.0328090190887451,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,0.1,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1075255870819092,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,0.3,2000,False,0.9762284007069972,3.5865697866758195,119644,1.112853765487671,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,0.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1271905899047852,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,0.7,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1707983016967773,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,1.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1342623233795166,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,1.3,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0955052375793457,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,1.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1481506824493408,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,1.7,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0842294692993164,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,1.9,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0877411365509033,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.2,2.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1473777294158936,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,0.1,2000,False,0.12514649631679148,3.303960604164154,109467,1.0226795673370361,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,0.3,2000,False,0.12514649631679148,3.303960604164154,109467,1.0449376106262207,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,0.5,2000,False,0.12514649631679148,3.303960604164154,109467,1.0273730754852295,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,0.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.9839167594909668,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,1.0,2000,False,0.12514649631679148,3.303960604164154,109467,0.8423011302947998,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,1.3,2000,False,0.12514649631679148,3.303960604164154,109467,0.8978469371795654,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,1.5,2000,False,0.12514649631679148,3.303960604164154,109467,0.8580574989318848,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,1.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.8851234912872314,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,1.9,2000,False,0.12514649631679148,3.303960604164154,109467,0.8926787376403809,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.3,2.0,2000,False,0.12514649631679148,3.303960604164154,109467,0.9216728210449219,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,0.1,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005812644958496094,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,0.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.000576019287109375,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,0.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0010309219360351562,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,0.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006337165832519531,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,1.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006282329559326172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,1.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005359649658203125,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,1.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005285739898681641,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,1.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005295276641845703,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,1.9,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006003379821777344,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.4,2.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006814002990722656,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0008890628814697266,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.000698089599609375,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006737709045410156,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006589889526367188,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006558895111083984,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007543563842773438,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,1.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0012776851654052734,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,1.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007843971252441406,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,1.9,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007357597351074219,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.5,2.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006778240203857422,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006508827209472656,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007166862487792969,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007107257843017578,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0009174346923828125,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007224082946777344,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007364749908447266,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,1.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007119178771972656,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,1.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007317066192626953,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,1.9,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007615089416503906,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.6,2.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.001348257064819336,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0009157657623291016,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006775856018066406,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006837844848632812,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.00066375732421875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006470680236816406,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0008428096771240234,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,1.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006968975067138672,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,1.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006098747253417969,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,1.9,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006022453308105469,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.7,2.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0005917549133300781,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0005896091461181641,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006184577941894531,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006389617919921875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0013282299041748047,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007026195526123047,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006191730499267578,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,1.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006201267242431641,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,1.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0008146762847900391,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,1.9,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006592273712158203,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.8,2.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0008084774017333984,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006730556488037109,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006945133209228516,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006289482116699219,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006597042083740234,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006723403930664062,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006520748138427734,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,1.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0012307167053222656,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,1.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0008864402770996094,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,1.9,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006740093231201172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.9,2.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0005867481231689453,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006978511810302734,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007059574127197266,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007891654968261719,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007157325744628906,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006716251373291016,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006442070007324219,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,1.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0005996227264404297,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,1.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006175041198730469,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,1.9,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006539821624755859,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.05,0.99,2.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.000682830810546875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,0.1,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0298728942871094,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,0.3,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9831898212432861,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,0.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0165612697601318,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,0.7,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9893407821655273,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,1.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0422289371490479,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,1.3,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9912910461425781,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,1.5,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9585328102111816,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,1.7,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9639301300048828,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,1.9,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9738419055938721,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.2,2.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.087510108947754,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,0.1,2000,False,0.12514649631679148,3.303960604164154,109467,1.0241482257843018,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,0.3,2000,False,0.12514649631679148,3.303960604164154,109467,1.0464165210723877,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,0.5,2000,False,0.12514649631679148,3.303960604164154,109467,1.0176475048065186,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,0.7,2000,False,0.12514649631679148,3.303960604164154,109467,1.0278840065002441,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,1.0,2000,False,0.12514649631679148,3.303960604164154,109467,1.0013079643249512,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,1.3,2000,False,0.12514649631679148,3.303960604164154,109467,1.0078563690185547,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,1.5,2000,False,0.12514649631679148,3.303960604164154,109467,1.0216248035430908,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,1.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.9737100601196289,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,1.9,2000,False,0.12514649631679148,3.303960604164154,109467,0.9819042682647705,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.3,2.0,2000,False,0.12514649631679148,3.303960604164154,109467,1.0544047355651855,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,0.1,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006740093231201172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,0.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0007045269012451172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,0.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006783008575439453,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,0.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006525516510009766,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,1.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006511211395263672,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,1.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006568431854248047,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,1.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006635189056396484,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,1.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.00067138671875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,1.9,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0007150173187255859,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.4,2.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0008680820465087891,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.5,0.1,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0008196830749511719,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.5,0.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0006961822509765625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.5,0.5,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.000713348388671875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.5,0.7,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007104873657226562,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.5,1.0,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007586479187011719,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.1,0.5,1.3,20,True,2.754212709925819e-13,1.0228264027938973e-06,25,0.0007314682006835938,Wolfe
